project,version,filename,packagetype,upload_time_utc,yanked
lean-lsp-mcp,0.1.11,lean_lsp_mcp-0.1.11.tar.gz,sdist,2025-06-02T21:24:27.273228Z,False
lean-lsp-mcp,0.2.0,lean_lsp_mcp-0.2.0-py3-none-any.whl,bdist_wheel,2025-06-13T14:25:09.496014Z,False
lean-lsp-mcp,0.2.0,lean_lsp_mcp-0.2.0.tar.gz,sdist,2025-06-13T14:25:10.877929Z,False
lean-lsp-mcp,0.3.0,lean_lsp_mcp-0.3.0-py3-none-any.whl,bdist_wheel,2025-06-27T22:40:38.022139Z,False
lean-lsp-mcp,0.3.0,lean_lsp_mcp-0.3.0.tar.gz,sdist,2025-06-27T22:40:39.433590Z,False
lean-lsp-mcp,0.3.1,lean_lsp_mcp-0.3.1-py3-none-any.whl,bdist_wheel,2025-06-29T11:20:03.501671Z,False
lean-lsp-mcp,0.3.1,lean_lsp_mcp-0.3.1.tar.gz,sdist,2025-06-29T11:20:04.820846Z,False
lean-lsp-mcp,0.4.0,lean_lsp_mcp-0.4.0-py3-none-any.whl,bdist_wheel,2025-07-04T21:02:46.702927Z,False
lean-lsp-mcp,0.4.0,lean_lsp_mcp-0.4.0.tar.gz,sdist,2025-07-04T21:02:48.228999Z,False
lean-lsp-mcp,0.4.1,lean_lsp_mcp-0.4.1-py3-none-any.whl,bdist_wheel,2025-07-07T15:14:36.781731Z,False
lean-lsp-mcp,0.4.1,lean_lsp_mcp-0.4.1.tar.gz,sdist,2025-07-07T15:14:37.822931Z,False
lean-lsp-mcp,0.5.0,lean_lsp_mcp-0.5.0-py3-none-any.whl,bdist_wheel,2025-07-12T07:21:30.508971Z,False
lean-lsp-mcp,0.5.0,lean_lsp_mcp-0.5.0.tar.gz,sdist,2025-07-12T07:21:31.558006Z,False
lean-lsp-mcp,0.5.1,lean_lsp_mcp-0.5.1-py3-none-any.whl,bdist_wheel,2025-07-15T09:58:30.165877Z,False
lean-lsp-mcp,0.5.1,lean_lsp_mcp-0.5.1.tar.gz,sdist,2025-07-15T09:58:31.397691Z,False
lean-lsp-mcp,0.6.0,lean_lsp_mcp-0.6.0-py3-none-any.whl,bdist_wheel,2025-07-22T19:39:43.446565Z,False
lean-lsp-mcp,0.6.0,lean_lsp_mcp-0.6.0.tar.gz,sdist,2025-07-22T19:39:44.908850Z,False
lean-lsp-mcp,0.6.1,lean_lsp_mcp-0.6.1-py3-none-any.whl,bdist_wheel,2025-07-24T13:06:59.081573Z,False
lean-lsp-mcp,0.6.1,lean_lsp_mcp-0.6.1.tar.gz,sdist,2025-07-24T13:07:00.522842Z,False
lean-lsp-mcp,0.6.2,lean_lsp_mcp-0.6.2-py3-none-any.whl,bdist_wheel,2025-08-01T06:24:19.781420Z,False
lean-lsp-mcp,0.6.2,lean_lsp_mcp-0.6.2.tar.gz,sdist,2025-08-01T06:24:21.394919Z,False
lean-lsp-mcp,0.6.3,lean_lsp_mcp-0.6.3-py3-none-any.whl,bdist_wheel,2025-08-01T17:16:18.575457Z,False
lean-lsp-mcp,0.6.3,lean_lsp_mcp-0.6.3.tar.gz,sdist,2025-08-01T17:16:20.176162Z,False
lean-lsp-mcp,0.6.4,lean_lsp_mcp-0.6.4-py3-none-any.whl,bdist_wheel,2025-08-28T08:14:14.948985Z,False
lean-lsp-mcp,0.6.4,lean_lsp_mcp-0.6.4.tar.gz,sdist,2025-08-28T08:14:18.047092Z,False
lean-lsp-mcp,0.7.0,lean_lsp_mcp-0.7.0-py3-none-any.whl,bdist_wheel,2025-09-07T11:21:24.930771Z,False
lean-lsp-mcp,0.7.0,lean_lsp_mcp-0.7.0.tar.gz,sdist,2025-09-07T11:21:26.219212Z,False
lean-lsp-mcp,0.7.1,lean_lsp_mcp-0.7.1-py3-none-any.whl,bdist_wheel,2025-09-26T03:46:28.413128Z,False
lean-lsp-mcp,0.7.1,lean_lsp_mcp-0.7.1.tar.gz,sdist,2025-09-26T03:46:29.540154Z,False
lean-lsp-mcp,0.7.2,lean_lsp_mcp-0.7.2-py3-none-any.whl,bdist_wheel,2025-10-12T19:35:25.301348Z,False
lean-lsp-mcp,0.7.2,lean_lsp_mcp-0.7.2.tar.gz,sdist,2025-10-12T19:35:26.370859Z,False
lean-lsp-mcp,0.8.0,lean_lsp_mcp-0.8.0-py3-none-any.whl,bdist_wheel,2025-10-15T01:49:07.651054Z,False
lean-lsp-mcp,0.8.0,lean_lsp_mcp-0.8.0.tar.gz,sdist,2025-10-15T01:49:08.576074Z,False
lean-lsp-mcp,0.8.1,lean_lsp_mcp-0.8.1-py3-none-any.whl,bdist_wheel,2025-10-15T16:05:23.164809Z,False
lean-lsp-mcp,0.8.1,lean_lsp_mcp-0.8.1.tar.gz,sdist,2025-10-15T16:05:24.869712Z,False
lean-lsp-mcp,0.8.2,lean_lsp_mcp-0.8.2-py3-none-any.whl,bdist_wheel,2025-10-16T02:21:36.492710Z,False
lean-lsp-mcp,0.8.2,lean_lsp_mcp-0.8.2.tar.gz,sdist,2025-10-16T02:21:37.747394Z,False
lean-lsp-mcp,0.9.0,lean_lsp_mcp-0.9.0-py3-none-any.whl,bdist_wheel,2025-10-17T16:40:59.460870Z,False
lean-lsp-mcp,0.9.0,lean_lsp_mcp-0.9.0.tar.gz,sdist,2025-10-17T16:41:00.568889Z,False
lean-lsp-mcp,0.9.1,lean_lsp_mcp-0.9.1-py3-none-any.whl,bdist_wheel,2025-10-18T21:58:09.069527Z,False
lean-lsp-mcp,0.9.1,lean_lsp_mcp-0.9.1.tar.gz,sdist,2025-10-18T21:58:10.293005Z,False
lean-lsp-mcp,0.10.0,lean_lsp_mcp-0.10.0-py3-none-any.whl,bdist_wheel,2025-10-21T03:10:44.251210Z,False
lean-lsp-mcp,0.10.0,lean_lsp_mcp-0.10.0.tar.gz,sdist,2025-10-21T03:10:45.569730Z,False
lean-lsp-mcp,0.10.1,lean_lsp_mcp-0.10.1-py3-none-any.whl,bdist_wheel,2025-10-24T14:08:36.536431Z,False
lean-lsp-mcp,0.10.1,lean_lsp_mcp-0.10.1.tar.gz,sdist,2025-10-24T14:08:37.513052Z,False
lean-lsp-mcp,0.10.2,lean_lsp_mcp-0.10.2-py3-none-any.whl,bdist_wheel,2025-10-27T19:38:01.285269Z,False
lean-lsp-mcp,0.10.2,lean_lsp_mcp-0.10.2.tar.gz,sdist,2025-10-27T19:38:02.627377Z,False
lean-lsp-mcp,0.10.3,lean_lsp_mcp-0.10.3-py3-none-any.whl,bdist_wheel,2025-10-28T15:56:36.404085Z,False
lean-lsp-mcp,0.10.3,lean_lsp_mcp-0.10.3.tar.gz,sdist,2025-10-28T15:56:38.031123Z,False
lean-lsp-mcp,0.11.0,lean_lsp_mcp-0.11.0-py3-none-any.whl,bdist_wheel,2025-10-29T14:58:24.663181Z,False
lean-lsp-mcp,0.11.0,lean_lsp_mcp-0.11.0.tar.gz,sdist,2025-10-29T14:58:26.247360Z,False
lean-lsp-mcp,0.11.1,lean_lsp_mcp-0.11.1-py3-none-any.whl,bdist_wheel,2025-11-03T10:45:01.880910Z,False
lean-lsp-mcp,0.11.1,lean_lsp_mcp-0.11.1.tar.gz,sdist,2025-11-03T10:45:03.834050Z,False
lean-lsp-mcp,0.11.2,lean_lsp_mcp-0.11.2-py3-none-any.whl,bdist_wheel,2025-11-05T23:03:37.086484Z,False
lean-lsp-mcp,0.11.2,lean_lsp_mcp-0.11.2.tar.gz,sdist,2025-11-05T23:03:40.510852Z,False
lean-lsp-mcp,0.11.3,lean_lsp_mcp-0.11.3-py3-none-any.whl,bdist_wheel,2025-11-05T23:31:47.623336Z,False
lean-lsp-mcp,0.11.3,lean_lsp_mcp-0.11.3.tar.gz,sdist,2025-11-05T23:31:49.288181Z,False
lean-lsp-mcp,0.12.0,lean_lsp_mcp-0.12.0-py3-none-any.whl,bdist_wheel,2025-11-07T18:36:08.047615Z,False
lean-lsp-mcp,0.12.0,lean_lsp_mcp-0.12.0.tar.gz,sdist,2025-11-07T18:36:09.319653Z,False
lean-lsp-mcp,0.12.1,lean_lsp_mcp-0.12.1-py3-none-any.whl,bdist_wheel,2025-11-09T19:21:07.597261Z,False
lean-lsp-mcp,0.12.1,lean_lsp_mcp-0.12.1.tar.gz,sdist,2025-11-09T19:21:08.827023Z,False
lean-lsp-mcp,0.13.0,lean_lsp_mcp-0.13.0-py3-none-any.whl,bdist_wheel,2025-11-13T10:13:53.377952Z,False
lean-lsp-mcp,0.13.0,lean_lsp_mcp-0.13.0.tar.gz,sdist,2025-11-13T10:13:55.005866Z,False
lean-lsp-mcp,0.13.1,lean_lsp_mcp-0.13.1-py3-none-any.whl,bdist_wheel,2025-11-16T10:03:34.319969Z,False
lean-lsp-mcp,0.13.1,lean_lsp_mcp-0.13.1.tar.gz,sdist,2025-11-16T10:03:35.445389Z,False
lean-lsp-mcp,0.13.2,lean_lsp_mcp-0.13.2-py3-none-any.whl,bdist_wheel,2025-11-20T16:21:31.429606Z,False
lean-lsp-mcp,0.13.2,lean_lsp_mcp-0.13.2.tar.gz,sdist,2025-11-20T16:21:33.058737Z,False
lean-lsp-mcp,0.14.0,lean_lsp_mcp-0.14.0-py3-none-any.whl,bdist_wheel,2025-11-20T23:26:50.253688Z,False
lean-lsp-mcp,0.14.0,lean_lsp_mcp-0.14.0.tar.gz,sdist,2025-11-20T23:26:51.435088Z,False
lean-lsp-mcp,0.14.1,lean_lsp_mcp-0.14.1-py3-none-any.whl,bdist_wheel,2025-11-20T23:28:03.830184Z,False
lean-lsp-mcp,0.14.1,lean_lsp_mcp-0.14.1.tar.gz,sdist,2025-11-20T23:28:05.160146Z,False
lean-lsp-mcp,0.15.0,lean_lsp_mcp-0.15.0-py3-none-any.whl,bdist_wheel,2025-12-04T09:51:33.539036Z,False
lean-lsp-mcp,0.15.0,lean_lsp_mcp-0.15.0.tar.gz,sdist,2025-12-04T09:51:34.887644Z,False
lean-lsp-mcp,0.16.0,lean_lsp_mcp-0.16.0-py3-none-any.whl,bdist_wheel,2025-12-08T09:07:37.893883Z,False
lean-lsp-mcp,0.16.0,lean_lsp_mcp-0.16.0.tar.gz,sdist,2025-12-08T09:07:39.453980Z,False
lean-lsp-mcp,0.16.1,lean_lsp_mcp-0.16.1-py3-none-any.whl,bdist_wheel,2025-12-09T08:01:54.758987Z,False
lean-lsp-mcp,0.16.1,lean_lsp_mcp-0.16.1.tar.gz,sdist,2025-12-09T08:01:56.312190Z,False
lean-lsp-mcp,0.16.2,lean_lsp_mcp-0.16.2-py3-none-any.whl,bdist_wheel,2025-12-16T13:32:22.651035Z,False
lean-lsp-mcp,0.16.2,lean_lsp_mcp-0.16.2.tar.gz,sdist,2025-12-16T13:32:23.753184Z,False
lean-lsp-mcp,0.17.0,lean_lsp_mcp-0.17.0-py3-none-any.whl,bdist_wheel,2025-12-17T23:25:54.434701Z,False
lean-lsp-mcp,0.17.0,lean_lsp_mcp-0.17.0.tar.gz,sdist,2025-12-17T23:25:55.572391Z,False
lean-lsp-mcp,0.17.1,lean_lsp_mcp-0.17.1-py3-none-any.whl,bdist_wheel,2025-12-19T15:13:24.406265Z,False
lean-lsp-mcp,0.17.1,lean_lsp_mcp-0.17.1.tar.gz,sdist,2025-12-19T15:13:26.717123Z,False
lean-lsp-mcp,0.17.2,lean_lsp_mcp-0.17.2-py3-none-any.whl,bdist_wheel,2025-12-21T15:13:41.524677Z,False
lean-lsp-mcp,0.17.2,lean_lsp_mcp-0.17.2.tar.gz,sdist,2025-12-21T15:13:42.706462Z,False
lean-lsp-mcp,0.18.0,lean_lsp_mcp-0.18.0-py3-none-any.whl,bdist_wheel,2026-01-09T15:05:54.433099Z,False
lean-lsp-mcp,0.18.0,lean_lsp_mcp-0.18.0.tar.gz,sdist,2026-01-09T15:05:56.708223Z,False
lean-lsp-mcp,0.19.0,lean_lsp_mcp-0.19.0-py3-none-any.whl,bdist_wheel,2026-01-12T16:48:45.277315Z,False
lean-lsp-mcp,0.19.0,lean_lsp_mcp-0.19.0.tar.gz,sdist,2026-01-12T16:48:46.895246Z,False
lean-lsp-mcp,0.19.1,lean_lsp_mcp-0.19.1-py3-none-any.whl,bdist_wheel,2026-01-12T18:27:58.577601Z,False
lean-lsp-mcp,0.19.1,lean_lsp_mcp-0.19.1.tar.gz,sdist,2026-01-12T18:27:59.740253Z,False
lean-lsp-mcp,0.19.2,lean_lsp_mcp-0.19.2-py3-none-any.whl,bdist_wheel,2026-01-19T08:35:30.927569Z,False
lean-lsp-mcp,0.19.2,lean_lsp_mcp-0.19.2.tar.gz,sdist,2026-01-19T08:35:32.250712Z,False
lean-lsp-mcp,0.20.0,lean_lsp_mcp-0.20.0-py3-none-any.whl,bdist_wheel,2026-02-03T22:49:15.799078Z,False
lean-lsp-mcp,0.20.0,lean_lsp_mcp-0.20.0.tar.gz,sdist,2026-02-03T22:49:17.056841Z,False
lean-lsp-mcp,0.21.0,lean_lsp_mcp-0.21.0-py3-none-any.whl,bdist_wheel,2026-02-13T22:19:37.911573Z,False
lean-lsp-mcp,0.21.0,lean_lsp_mcp-0.21.0.tar.gz,sdist,2026-02-13T22:19:39.932654Z,False
lean-lsp-mcp,0.21.1,lean_lsp_mcp-0.21.1-py3-none-any.whl,bdist_wheel,2026-02-17T17:48:19.269658Z,False
lean-lsp-mcp,0.21.1,lean_lsp_mcp-0.21.1.tar.gz,sdist,2026-02-17T17:48:20.556573Z,False
lean-lsp-mcp,0.21.2,lean_lsp_mcp-0.21.2-py3-none-any.whl,bdist_wheel,2026-02-17T18:00:40.584413Z,False
lean-lsp-mcp,0.21.2,lean_lsp_mcp-0.21.2.tar.gz,sdist,2026-02-17T18:00:41.905954Z,False
lean-lsp-mcp,0.22.0,lean_lsp_mcp-0.22.0-py3-none-any.whl,bdist_wheel,2026-02-18T15:38:38.942613Z,False
lean-lsp-mcp,0.22.0,lean_lsp_mcp-0.22.0.tar.gz,sdist,2026-02-18T15:38:40.390760Z,False
lean-lsp-mcp,0.22.1,lean_lsp_mcp-0.22.1-py3-none-any.whl,bdist_wheel,2026-02-22T14:47:20.824129Z,False
lean-lsp-mcp,0.22.1,lean_lsp_mcp-0.22.1.tar.gz,sdist,2026-02-22T14:47:22.644496Z,False
lean-lsp-mcp,0.22.2,lean_lsp_mcp-0.22.2-py3-none-any.whl,bdist_wheel,2026-02-25T17:55:10.907933Z,False
lean-lsp-mcp,0.22.2,lean_lsp_mcp-0.22.2.tar.gz,sdist,2026-02-25T17:55:12.515778Z,False
lean-lsp-mcp,0.22.3,lean_lsp_mcp-0.22.3-py3-none-any.whl,bdist_wheel,2026-03-02T20:28:51.693659Z,False
lean-lsp-mcp,0.22.3,lean_lsp_mcp-0.22.3.tar.gz,sdist,2026-03-02T20:28:54.539303Z,False
lean-lsp-mcp,0.22.4,lean_lsp_mcp-0.22.4-py3-none-any.whl,bdist_wheel,2026-03-03T18:31:59.477970Z,False
lean-lsp-mcp,0.22.4,lean_lsp_mcp-0.22.4.tar.gz,sdist,2026-03-03T18:32:00.703969Z,False
lean-lsp-mcp,0.23.0,lean_lsp_mcp-0.23.0-py3-none-any.whl,bdist_wheel,2026-03-04T14:12:17.030230Z,False
lean-lsp-mcp,0.23.0,lean_lsp_mcp-0.23.0.tar.gz,sdist,2026-03-04T14:12:18.213483Z,False
lean-lsp-mcp,0.23.1,lean_lsp_mcp-0.23.1-py3-none-any.whl,bdist_wheel,2026-03-04T15:04:08.580860Z,False
lean-lsp-mcp,0.23.1,lean_lsp_mcp-0.23.1.tar.gz,sdist,2026-03-04T15:04:09.829705Z,False
lean-lsp-mcp,0.23.2,lean_lsp_mcp-0.23.2-py3-none-any.whl,bdist_wheel,2026-03-08T13:24:23.216522Z,False
lean-lsp-mcp,0.23.2,lean_lsp_mcp-0.23.2.tar.gz,sdist,2026-03-08T13:24:24.893038Z,False
lean-lsp-mcp,0.24.0,lean_lsp_mcp-0.24.0-py3-none-any.whl,bdist_wheel,2026-03-11T14:23:15.274194Z,False
lean-lsp-mcp,0.24.0,lean_lsp_mcp-0.24.0.tar.gz,sdist,2026-03-11T14:23:16.755174Z,False
lean-lsp-mcp,0.25.0,lean_lsp_mcp-0.25.0-py3-none-any.whl,bdist_wheel,2026-03-17T13:14:05.606956Z,False
lean-lsp-mcp,0.25.0,lean_lsp_mcp-0.25.0.tar.gz,sdist,2026-03-17T13:14:07.287013Z,False
lean-lsp-mcp,0.25.1,lean_lsp_mcp-0.25.1-py3-none-any.whl,bdist_wheel,2026-03-17T13:55:14.952470Z,False
lean-lsp-mcp,0.25.1,lean_lsp_mcp-0.25.1.tar.gz,sdist,2026-03-17T13:55:16.574201Z,False
lean-lsp-mcp,0.26.0,lean_lsp_mcp-0.26.0-py3-none-any.whl,bdist_wheel,2026-04-08T18:49:02.852843Z,False
lean-lsp-mcp,0.26.0,lean_lsp_mcp-0.26.0.tar.gz,sdist,2026-04-08T18:49:04.599085Z,False
lean-lsp-mcp,0.26.1,lean_lsp_mcp-0.26.1-py3-none-any.whl,bdist_wheel,2026-04-10T14:52:14.791743Z,False
lean-lsp-mcp,0.26.1,lean_lsp_mcp-0.26.1.tar.gz,sdist,2026-04-10T14:52:16.335257Z,False
lean-lsp-mcp,0.26.2,lean_lsp_mcp-0.26.2-py3-none-any.whl,bdist_wheel,2026-05-04T09:20:41.073168Z,False
lean-lsp-mcp,0.26.2,lean_lsp_mcp-0.26.2.tar.gz,sdist,2026-05-04T09:20:42.545881Z,False
lean-lsp-mcp,0.27.0,lean_lsp_mcp-0.27.0-py3-none-any.whl,bdist_wheel,2026-06-09T15:31:17.137977Z,False
lean-lsp-mcp,0.27.0,lean_lsp_mcp-0.27.0.tar.gz,sdist,2026-06-09T15:31:18.553960Z,False
lean-lsp-mcp,0.28.0,lean_lsp_mcp-0.28.0-py3-none-any.whl,bdist_wheel,2026-07-06T12:55:23.098309Z,False
lean-lsp-mcp,0.28.0,lean_lsp_mcp-0.28.0.tar.gz,sdist,2026-07-06T12:55:24.401330Z,False
lean-lsp-mcp,0.28.1,lean_lsp_mcp-0.28.1-py3-none-any.whl,bdist_wheel,2026-07-17T18:09:01.019178Z,False
lean-lsp-mcp,0.28.1,lean_lsp_mcp-0.28.1.tar.gz,sdist,2026-07-17T18:09:02.224170Z,False
lean-lsp-mcp,0.29.0,lean_lsp_mcp-0.29.0-py3-none-any.whl,bdist_wheel,2026-07-28T08:45:15.378469Z,False
lean-lsp-mcp,0.29.0,lean_lsp_mcp-0.29.0.tar.gz,sdist,2026-07-28T08:45:16.765348Z,False
lean-lsp-mcp,0.30.0,lean_lsp_mcp-0.30.0-py3-none-any.whl,bdist_wheel,2026-08-19T19:09:54.540643Z,False
lean-lsp-mcp,0.30.0,lean_lsp_mcp-0.30.0.tar.gz,sdist,2026-08-19T19:09:55.978619Z,False
mcp,0.9.1,mcp-0.9.1-py3-none-any.whl,bdist_wheel,2024-11-20T11:37:34.333286Z,False
mcp,0.9.1,mcp-0.9.1.tar.gz,sdist,2024-11-20T11:37:36.109071Z,False
mcp,1.0.0,mcp-1.0.0-py3-none-any.whl,bdist_wheel,2024-11-25T14:27:34.367301Z,False
mcp,1.0.0,mcp-1.0.0.tar.gz,sdist,2024-11-25T14:27:35.616459Z,False
mcp,1.1.0,mcp-1.1.0-py3-none-any.whl,bdist_wheel,2024-12-03T22:39:17.880529Z,False
mcp,1.1.0,mcp-1.1.0.tar.gz,sdist,2024-12-03T22:39:19.157208Z,False
mcp,1.1.1,mcp-1.1.1-py3-none-any.whl,bdist_wheel,2024-12-09T14:45:41.584359Z,False
mcp,1.1.1,mcp-1.1.1.tar.gz,sdist,2024-12-09T14:45:42.926456Z,False
mcp,1.1.2,mcp-1.1.2-py3-none-any.whl,bdist_wheel,2024-12-12T17:16:42.117828Z,False
mcp,1.1.2,mcp-1.1.2.tar.gz,sdist,2024-12-12T17:16:44.675192Z,False
mcp,1.2.0rc1,mcp-1.2.0rc1-py3-none-any.whl,bdist_wheel,2024-12-23T16:46:43.712599Z,False
mcp,1.2.0rc1,mcp-1.2.0rc1.tar.gz,sdist,2024-12-23T16:46:49.138735Z,False
mcp,1.1.3,mcp-1.1.3-py3-none-any.whl,bdist_wheel,2025-01-03T15:54:39.284858Z,False
mcp,1.1.3,mcp-1.1.3.tar.gz,sdist,2025-01-03T15:54:43.650163Z,False
mcp,1.2.0,mcp-1.2.0-py3-none-any.whl,bdist_wheel,2025-01-03T16:23:36.863122Z,False
mcp,1.2.0,mcp-1.2.0.tar.gz,sdist,2025-01-03T16:23:39.532156Z,False
mcp,1.2.1,mcp-1.2.1-py3-none-any.whl,bdist_wheel,2025-01-27T16:48:01.930698Z,False
mcp,1.2.1,mcp-1.2.1.tar.gz,sdist,2025-01-27T16:48:03.960148Z,False
mcp,1.3.0rc1,mcp-1.3.0rc1-py3-none-any.whl,bdist_wheel,2025-02-13T16:44:36.498648Z,False
mcp,1.3.0rc1,mcp-1.3.0rc1.tar.gz,sdist,2025-02-13T16:44:37.938190Z,False
mcp,1.3.0,mcp-1.3.0-py3-none-any.whl,bdist_wheel,2025-02-20T21:45:40.102706Z,False
mcp,1.3.0,mcp-1.3.0.tar.gz,sdist,2025-02-20T21:45:42.597629Z,False
mcp,1.4.0,mcp-1.4.0-py3-none-any.whl,bdist_wheel,2025-03-13T13:49:47.449230Z,False
mcp,1.4.0,mcp-1.4.0.tar.gz,sdist,2025-03-13T13:49:49.077861Z,False
mcp,1.4.1,mcp-1.4.1-py3-none-any.whl,bdist_wheel,2025-03-14T09:52:13.669682Z,False
mcp,1.4.1,mcp-1.4.1.tar.gz,sdist,2025-03-14T09:52:15.540179Z,False
mcp,1.5.0,mcp-1.5.0-py3-none-any.whl,bdist_wheel,2025-03-21T12:51:02.597768Z,False
mcp,1.5.0,mcp-1.5.0.tar.gz,sdist,2025-03-21T12:51:04.183181Z,False
mcp,1.6.0,mcp-1.6.0-py3-none-any.whl,bdist_wheel,2025-03-27T16:46:29.919950Z,False
mcp,1.6.0,mcp-1.6.0.tar.gz,sdist,2025-03-27T16:46:32.336541Z,False
mcp,1.7.0,mcp-1.7.0-py3-none-any.whl,bdist_wheel,2025-05-01T19:18:05.807336Z,False
mcp,1.7.0,mcp-1.7.0.tar.gz,sdist,2025-05-01T19:18:07.612201Z,False
mcp,1.7.1,mcp-1.7.1-py3-none-any.whl,bdist_wheel,2025-05-02T17:01:54.674737Z,False
mcp,1.7.1,mcp-1.7.1.tar.gz,sdist,2025-05-02T17:01:56.403220Z,False
mcp,1.8.0,mcp-1.8.0-py3-none-any.whl,bdist_wheel,2025-05-08T20:09:04.458890Z,False
mcp,1.8.0,mcp-1.8.0.tar.gz,sdist,2025-05-08T20:09:06.255969Z,False
mcp,1.8.1,mcp-1.8.1-py3-none-any.whl,bdist_wheel,2025-05-12T17:33:56.136638Z,False
mcp,1.8.1,mcp-1.8.1.tar.gz,sdist,2025-05-12T17:33:57.887777Z,False
mcp,1.9.0,mcp-1.9.0-py3-none-any.whl,bdist_wheel,2025-05-15T18:51:04.916913Z,False
mcp,1.9.0,mcp-1.9.0.tar.gz,sdist,2025-05-15T18:51:06.615148Z,False
mcp,1.9.1,mcp-1.9.1-py3-none-any.whl,bdist_wheel,2025-05-22T15:52:19.702842Z,False
mcp,1.9.1,mcp-1.9.1.tar.gz,sdist,2025-05-22T15:52:21.260004Z,False
mcp,1.9.2,mcp-1.9.2-py3-none-any.whl,bdist_wheel,2025-05-29T14:42:16.211488Z,False
mcp,1.9.2,mcp-1.9.2.tar.gz,sdist,2025-05-29T14:42:17.760497Z,False
mcp,1.9.3,mcp-1.9.3-py3-none-any.whl,bdist_wheel,2025-06-05T15:48:24.171716Z,False
mcp,1.9.3,mcp-1.9.3.tar.gz,sdist,2025-06-05T15:48:25.681173Z,False
mcp,1.9.4,mcp-1.9.4-py3-none-any.whl,bdist_wheel,2025-06-12T08:20:28.551239Z,False
mcp,1.9.4,mcp-1.9.4.tar.gz,sdist,2025-06-12T08:20:30.158843Z,False
mcp,1.10.0,mcp-1.10.0-py3-none-any.whl,bdist_wheel,2025-06-26T13:51:17.342139Z,False
mcp,1.10.0,mcp-1.10.0.tar.gz,sdist,2025-06-26T13:51:19.025832Z,False
mcp,1.10.1,mcp-1.10.1-py3-none-any.whl,bdist_wheel,2025-06-27T12:03:07.328572Z,False
mcp,1.10.1,mcp-1.10.1.tar.gz,sdist,2025-06-27T12:03:08.982622Z,False
mcp,1.11.0,mcp-1.11.0-py3-none-any.whl,bdist_wheel,2025-07-10T16:41:07.935442Z,False
